name,label
../test/banana-man/00000037.jpg,banana-man
../test/banana-man/00000000.jpg,banana-man
../test/banana-man/00000049.jpg,banana-man
../test/banana-man/00000038.jpg,banana-man
../test/banana-man/00000048.jpg,banana-man
../test/banana-man/00000016.jpg,banana-man
../test/banana-man/00000015.jpg,banana-man
../test/banana-man/00000020.jpg,banana-man
../test/banana-man/00000010.jpg,banana-man
../test/banana-man/00000047.jpg,banana-man
../test/banana-man/00000017.jpg,banana-man
../test/banana-man/00000022.jpg,banana-man
../test/banana-man/00000018.jpg,banana-man
../test/banana-man/00000040.jpg,banana-man
../test/banana-man/00000004.jpg,banana-man
../test/banana-man/00000002.jpg,banana-man
../test/banana-man/00000042.jpg,banana-man
../test/banana-man/00000039.jpg,banana-man
../test/minnie/00000000.jpg,minnie
../test/minnie/00000003.jpg,minnie
../test/minnie/00000001.jpg,minnie
../test/minnie/00000053.jpg,minnie
../test/minnie/00000033a.jpg,minnie
../test/minnie/00000023.jpg,minnie
../test/minnie/00000010.jpg,minnie
../test/minnie/00000017.jpg,minnie
../test/minnie/00000044.jpg,minnie
../test/minnie/00000057.jpg,minnie
../test/minnie/00000026.jpg,minnie
../test/minnie/00000006.jpg,minnie
../test/minnie/00000005.jpg,minnie
../test/minnie/00000040.jpg,minnie
../test/minnie/00000004.jpg,minnie
../test/minnie/00000064.jpg,minnie
../test/minnie/00000032.jpg,minnie
../test/minnie/00000008.jpg,minnie
../test/minnie/00000063.jpg,minnie
../test/danny/00000003.jpg,danny
../test/danny/00000036.jpg,danny
../test/danny/00000006.jpg,danny
../test/danny/00000041.jpg,danny
../test/danny/00000002.jpg,danny
../test/wilfred/00000000.jpg,wilfred
../test/wilfred/00000001.jpg,wilfred
../test/wilfred/00000002.jpg,wilfred
../test/fatty/00000000.jpg,fatty
../test/fatty/00000001.jpg,fatty
../test/fatty/00000011.jpg,fatty
../test/fatty/00000004.jpg,fatty
../test/fatty/00000039.jpg,fatty
../test/dennis/00000037.jpg,dennis
../test/dennis/00000033.jpg,dennis
../test/dennis/00000012.jpg,dennis
../test/dennis/00000016.jpg,dennis
../test/dennis/00000018.jpg,dennis
../test/dennis/00000006.jpg,dennis
../test/dennis/00000005.jpg,dennis
../test/dennis/00000032.jpg,dennis
../test/dennis/00000042.jpg,dennis
../test/dennis/00000008.jpg,dennis
../test/dennis/00000063.jpg,dennis
../test/dennis/00000007.jpg,dennis
../test/roger-the-doger/00000013.jpg,roger-the-doger
../test/roger-the-doger/00000000.jpg,roger-the-doger
../test/roger-the-doger/00000014.jpg,roger-the-doger
../test/roger-the-doger/00000024.jpg,roger-the-doger
../test/roger-the-doger/00000025.jpg,roger-the-doger
../test/roger-the-doger/00000020.jpg,roger-the-doger
../test/roger-the-doger/00000010.jpg,roger-the-doger
../test/roger-the-doger/00000018.jpg,roger-the-doger
../test/roger-the-doger/00000045.jpg,roger-the-doger
../test/roger-the-doger/00000004.jpg,roger-the-doger
../test/gnasher/00000013.jpg,gnasher
../test/gnasher/00000000.jpg,gnasher
../test/gnasher/00000003.jpg,gnasher
../test/gnasher/00000001.jpg,gnasher
../test/gnasher/00000038.jpg,gnasher
../test/gnasher/00000078.jpg,gnasher
../test/gnasher/00000020.jpg,gnasher
../test/gnasher/00000022.jpg,gnasher
../test/gnasher/00000070.jpg,gnasher
